class_id,name,description
"655","miniskirt","miniskirt, mini"
"656","minivan","minivan"
"657","missile","missile"
"658","mitten","mitten"
"659","mixing_bowl","mixing bowl"
"660","mobile_home","mobile home, manufactured home"
"661","Model_T","Model T"
"662","modem","modem"
"663","monastery","monastery"
"664","monitor","monitor"
"665","moped","moped"
"666","mortar","mortar"
"667","mortarboard","mortarboard"
"668","mosque","mosque"
"669","mosquito_net","mosquito net"
"670","motor_scooter","motor scooter, scooter"
"671","mountain_bike","mountain bike, all-terrain bike, off-roader"
"672","mountain_tent","mountain tent"
"673","mouse","mouse, computer mouse"
"674","mousetrap","mousetrap"
"675","moving_van","moving van"
"676","muzzle","muzzle"
"677","nail","nail"
"678","neck_brace","neck brace"
"679","necklace","necklace"
"680","nipple","nipple"
"681","notebook","notebook, notebook computer"
"682","obelisk","obelisk"
"683","oboe","oboe, hautboy, hautbois"
"684","ocarina","ocarina, sweet potato"
"685","odometer","odometer, hodometer, mileometer, milometer"
"686","oil_filter","oil filter"
"687","organ","organ, pipe organ"
"688","oscilloscope","oscilloscope, scope, cathode-ray oscilloscope, CRO"
"689","overskirt","overskirt"
"690","oxcart","oxcart"
"691","oxygen_mask","oxygen mask"
"692","packet","packet"
"693","paddle","paddle, boat paddle"
"694","paddlewheel","paddlewheel, paddle wheel"
"695","padlock","padlock"
"696","paintbrush","paintbrush"
"697","pajama","pajama, pyjama, pj's, jammies"
"698","palace","palace"
"699","panpipe","panpipe, pandean pipe, syrinx"
"700","paper_towel","paper towel"
"701","parachute","parachute, chute"
"702","parallel_bars","parallel bars, bars"
"703","park_bench","park bench"
"704","parking_meter","parking meter"
"705","passenger_car","passenger car, coach, carriage"
"706","patio","patio, terrace"
"707","pay-phone","pay-phone, pay-station"
"708","pedestal","pedestal, plinth, footstall"
"709","pencil_box","pencil box, pencil case"
"710","pencil_sharpener","pencil sharpener"
"711","perfume","perfume, essence"
"712","Petri_dish","Petri dish"
"713","photocopier","photocopier"
"714","pick","pick, plectrum, plectron"
"715","pickelhaube","pickelhaube"
"716","picket_fence","picket fence, paling"
"717","pickup","pickup, pickup truck"
"718","pier","pier"
"719","piggy_bank","piggy bank, penny bank"
"720","pill_bottle","pill bottle"
"721","pillow","pillow"
"722","ping-pong_ball","ping-pong ball"
"723","pinwheel","pinwheel"
"724","pirate","pirate, pirate ship"
"725","pitcher","pitcher, ewer"
"726","plane","plane, carpenter's plane, woodworking plane"
"727","planetarium","planetarium"
"728","plastic_bag","plastic bag"
"729","plate_rack","plate rack"
"730","plow","plow, plough"
"731","plunger","plunger, plumber's helper"
"732","Polaroid_camera","Polaroid camera, Polaroid Land camera"
"733","pole","pole"
"734","police_van","police van, police wagon, paddy wagon, patrol wagon, wagon, black Maria"
"735","poncho","poncho"
"736","pool_table","pool table, billiard table, snooker table"
"737","pop_bottle","pop bottle, soda bottle"
"738","pot","pot, flowerpot"
"739","potter's_wheel","potter's wheel"
"740","power_drill","power drill"
"741","prayer_rug","prayer rug, prayer mat"
"742","printer","printer"
"743","prison","prison, prison house"
"744","projectile","projectile, missile"
"745","projector","projector"
"746","puck","puck, hockey puck"
"747","punching_bag","punching bag, punch bag, punching ball, punchball"
"748","purse","purse"
"749","quill","quill, quill pen"
"750","quilt","quilt, comforter, comfort, puff"
"751","racer","racer, race car, racing car"
"752","racket","racket, racquet"
"753","radiator","radiator"
"754","radio","radio, wireless"
"755","radio_telescope","radio telescope, radio reflector"
"756","rain_barrel","rain barrel"
"757","recreational_vehicle","recreational vehicle, RV, R.V."
"758","reel","reel"
"759","reflex_camera","reflex camera"
"760","refrigerator","refrigerator, icebox"
"761","remote_control","remote control, remote"
"762","restaurant","restaurant, eating house, eating place, eatery"
"763","revolver","revolver, six-gun, six-shooter"
"764","rifle","rifle"
"765","rocking_chair","rocking chair, rocker"
"766","rotisserie","rotisserie"
"767","rubber_eraser","rubber eraser, rubber, pencil eraser"
"768","rugby_ball","rugby ball"
"769","rule","rule, ruler"
"770","running_shoe","running shoe"
"771","safe","safe"
"772","safety_pin","safety pin"
"773","saltshaker","saltshaker, salt shaker"
"774","sandal","sandal"
"775","sarong","sarong"
"776","sax","sax, saxophone"
"777","scabbard","scabbard"
"778","scale","scale, weighing machine"
"779","school_bus","school bus"
"780","schooner","schooner"
"781","scoreboard","scoreboard"
"782","screen","screen, CRT screen"
"783","screw","screw"
"784","screwdriver","screwdriver"
"785","seat_belt","seat belt, seatbelt"
"786","sewing_machine","sewing machine"
"787","shield","shield, buckler"
"788","shoe_shop","shoe shop, shoe-shop, shoe store"
"789","shoji","shoji"
"790","shopping_basket","shopping basket"
"791","shopping_cart","shopping cart"
"792","shovel","shovel"
"793","shower_cap","shower cap"
"794","shower_curtain","shower curtain"
"795","ski","ski"
"796","ski_mask","ski mask"
"797","sleeping_bag","sleeping bag"
"798","slide_rule","slide rule, slipstick"
"799","sliding_door","sliding door"
"800","slot","slot, one-armed bandit"
"801","snorkel","snorkel"
"802","snowmobile","snowmobile"
"803","snowplow","snowplow, snowplough"
"804","soap_dispenser","soap dispenser"
"805","soccer_ball","soccer ball"
"806","sock","sock"
"807","solar_dish","solar dish, solar collector, solar furnace"
"808","sombrero","sombrero"
"809","soup_bowl","soup bowl"
"810","space_bar","space bar"
"811","space_heater","space heater"
"812","space_shuttle","space shuttle"
"813","spatula","spatula"
"814","speedboat","speedboat"
"815","spider_web","spider web, spider's web"
"816","spindle","spindle"
"817","sports_car","sports car, sport car"
"818","spotlight","spotlight, spot"
"819","stage","stage"
"820","steam_locomotive","steam locomotive"
"821","steel_arch_bridge","steel arch bridge"
"822","steel_drum","steel drum"
"823","stethoscope","stethoscope"
"824","stole","stole"
"825","stone_wall","stone wall"
"826","stopwatch","stopwatch, stop watch"
"827","stove","stove"
"828","strainer","strainer"
"829","streetcar","streetcar, tram, tramcar, trolley, trolley car"
"830","stretcher","stretcher"
"831","studio_couch","studio couch, day bed"
"832","stupa","stupa, tope"
"833","submarine","submarine, pigboat, sub, U-boat"
"834","suit","suit, suit of clothes"
"835","sundial","sundial"
"836","sunglass","sunglass"
"837","sunglasses","sunglasses, dark glasses, shades"
"838","sunscreen","sunscreen, sunblock, sun blocker"
"839","suspension_bridge","suspension bridge"
"840","swab","swab, swob, mop"
"841","sweatshirt","sweatshirt"
"842","swimming_trunks","swimming trunks, bathing trunks"
"843","swing","swing"
"844","switch","switch, electric switch, electrical switch"
"845","syringe","syringe"
"846","table_lamp","table lamp"
"847","tank","tank, army tank, armored combat vehicle, armoured combat vehicle"
"848","tape_player","tape player"
"849","teapot","teapot"
"850","teddy","teddy, teddy bear"
"851","television","television, television system"
"852","tennis_ball","tennis ball"
"853","thatch","thatch, thatched roof"
"854","theater_curtain","theater curtain, theatre curtain"
"855","thimble","thimble"
"856","thresher","thresher, thrasher, threshing machine"
"857","throne","throne"
"858","tile_roof","tile roof"
"859","toaster","toaster"
"860","tobacco_shop","tobacco shop, tobacconist shop, tobacconist"
"861","toilet_seat","toilet seat"
"862","torch","torch"
"863","totem_pole","totem pole"
"864","tow_truck","tow truck, tow car, wrecker"
"865","toyshop","toyshop"
"866","tractor","tractor"
"867","trailer_truck","trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi"
"868","tray","tray"
"869","trench_coat","trench coat"
"870","tricycle","tricycle, trike, velocipede"
"871","trimaran","trimaran"
"872","tripod","tripod"
"873","triumphal_arch","triumphal arch"
"874","trolleybus","trolleybus, trolley coach, trackless trolley"
"875","trombone","trombone"
"876","tub","tub, vat"
"877","turnstile","turnstile"
"878","typewriter_keyboard","typewriter keyboard"
"879","umbrella","umbrella"
"880","unicycle","unicycle, monocycle"
"881","upright","upright, upright piano"
"882","vacuum","vacuum, vacuum cleaner"
"883","vase","vase"
"884","vault","vault"
"885","velvet","velvet"
"886","vending_machine","vending machine"
"887","vestment","vestment"
"888","viaduct","viaduct"
"889","violin","violin, fiddle"
"890","volleyball","volleyball"
"891","waffle_iron","waffle iron"
"892","wall_clock","wall clock"
"893","wallet","wallet, billfold, notecase, pocketbook"
"894","wardrobe","wardrobe, closet, press"
"895","warplane","warplane, military plane"
"896","washbasin","washbasin, handbasin, washbowl, lavabo, wash-hand basin"
"897","washer","washer, automatic washer, washing machine"
"898","water_bottle","water bottle"
"899","water_jug","water jug"
"900","water_tower","water tower"
"901","whiskey_jug","whiskey jug"
"902","whistle","whistle"
"903","wig","wig"
"904","window_screen","window screen"
"905","window_shade","window shade"
"906","Windsor_tie","Windsor tie"
"907","wine_bottle","wine bottle"
"908","wing","wing"
"909","wok","wok"
"910","wooden_spoon","wooden spoon"
"911","wool","wool, woolen, woollen"
"912","worm_fence","worm fence, snake fence, snake-rail fence, Virginia fence"
"913","wreck","wreck"
"914","yawl","yawl"
"915","yurt","yurt"
"916","web_site","web site, website, internet site, site"
"917","comic_book","comic book"
"918","crossword_puzzle","crossword puzzle, crossword"
"919","street_sign","street sign"
"920","traffic_light","traffic light, traffic signal, stoplight"
"921","book_jacket","book jacket, dust cover, dust jacket, dust wrapper"
"922","menu","menu"
"923","plate","plate"
"924","guacamole","guacamole"
"925","consomme","consomme"
"926","hot_pot","hot pot, hotpot"
"927","trifle","trifle"
"928","ice_cream","ice cream, icecream"
"929","ice_lolly","ice lolly, lolly, lollipop, popsicle"
"930","French_loaf","French loaf"
"931","bagel","bagel, beigel"
"932","pretzel","pretzel"
"933","cheeseburger","cheeseburger"
"934","hotdog","hotdog, hot dog, red hot"
"935","mashed_potato","mashed potato"
"936","head_cabbage","head cabbage"
"937","broccoli","broccoli"
"938","cauliflower","cauliflower"
"939","zucchini","zucchini, courgette"
"940","spaghetti_squash","spaghetti squash"
"941","acorn_squash","acorn squash"
"942","butternut_squash","butternut squash"
"943","cucumber","cucumber, cuke"
"944","artichoke","artichoke, globe artichoke"
"945","bell_pepper","bell pepper"
"946","cardoon","cardoon"
"947","mushroom","mushroom"
"948","Granny_Smith","Granny Smith"
"949","strawberry","strawberry"
"950","orange","orange"
"951","lemon","lemon"
"952","fig","fig"
"953","pineapple","pineapple, ananas"
"954","banana","banana"
"955","jackfruit","jackfruit, jak, jack"
"956","custard_apple","custard apple"
"957","pomegranate","pomegranate"
"958","hay","hay"
"959","carbonara","carbonara"
"960","chocolate_sauce","chocolate sauce, chocolate syrup"
"961","dough","dough"
"962","meat_loaf","meat loaf, meatloaf"
"963","pizza","pizza, pizza pie"
"964","potpie","potpie"
"965","burrito","burrito"
"966","red_wine","red wine"
"967","espresso","espresso"
"968","cup","cup"
"969","eggnog","eggnog"
"970","alp","alp"
"971","bubble","bubble"
"972","cliff","cliff, drop, drop-off"
"973","coral_reef","coral reef"
"974","geyser","geyser"
"975","lakeside","lakeside, lakeshore"
"976","promontory","promontory, headland, head, foreland"
"977","sandbar","sandbar, sand bar"
"978","seashore","seashore, coast, seacoast, sea-coast"
"979","valley","valley, vale"
"980","volcano","volcano"
"981","ballplayer","ballplayer, baseball player"
"982","groom","groom, bridegroom"
"983","scuba_diver","scuba diver"
"984","rapeseed","rapeseed"
"985","daisy","daisy"
"986","yellow_lady's_slipper","yellow lady's slipper, yellow lady-slipper, Cypripedium calceolus, Cypripedium parviflorum"
"987","corn","corn"
"988","acorn","acorn"
"989","hip","hip, rose hip, rosehip"
"990","buckeye","buckeye, horse chestnut, conker"
"991","coral_fungus","coral fungus"
"992","agaric","agaric"
"993","gyromitra","gyromitra"
"994","stinkhorn","stinkhorn, carrion fungus"
"995","earthstar","earthstar"
"996","hen-of-the-woods","hen-of-the-woods, hen of the woods, Polyporus frondosus, Grifola frondosa"
"997","bolete","bolete"
"998","ear","ear, spike, capitulum"
"999","toilet_tissue","toilet tissue, toilet paper, bathroom tissue"
